domain,col_nm,values
번호,INP_USR_ID,"['NDMIN', 'EDMIN', 'ADMWN', 'ADMII', 'AGMIN', 'AOMIN', 'AAMIN', 'ADMHN', 'BDMIN', 'AHMIN', 'ADWIN', 'ADLIN', 'ADMGN', 'KDMIN', 'ASMIN', 'ASMIN', 'ADMCN', 'ADQIN', 'YDMIN', 'JDMIN', 'ODMIN', 'ADMIW', 'AWMIN', 'ADMIL', 'ADMIG', 'ADSIN', 'ADMIR', 'ADMIQ', 'ADMJN', 'ADNIN', 'MDMIN', 'ANMIN', 'ADCIN', 'AKMIN', 'ALMIN', 'ADMIK', 'TDMIN', 'ADMEN', 'ADMIN', 'ADMIF', 'ADMID', 'ADMEN', 'ADMIM', 'ADKIN', 'ADOIN', 'ADBIN', 'AOMIN', 'ADHIN', 'ADMIN', 'ANMIN', 'ADMRN', 'ADMIU', 'ADEIN', 'ADLIN', 'ADXIN', 'JDMIN', 'ARMIN', 'ADCIN', 'ADMIN', 'ADMDN', 'AYMIN', 'ANMIN', 'ADMYN', 'ADMFN', 'ADLIN', 'ADMGN', 'ADMFN', 'ADXIN', 'ADMIC', 'ADMIB', 'ADMVN', 'ADMKN', 'ADMDN', 'ODMIN', 'ADMIU', 'ADMIH', 'ADMIF', 'ACMIN', 'ADVIN', 'ADOIN', 'ADMIM', 'ADHIN', 'ACMIN', 'ADMIM', 'ADYIN', 'ADMUN', 'ADMYN', 'ADMIQ', 'AOMIN', 'ADMIU', 'ADMIN', 'ADEIN', 'ADMIM', 'ADWIN', 'ADMCN', 'ADMAN', 'YDMIN', 'ADMGN', 'ADMIH', 'ADMID']"
날짜,INP_DT,"['20210350', '20201109', '29201109', '20241109', '20220322', '25230608', '20210335', '20100406', '20720322', '22200406', '20203406', '20210608', '20200206', '24201109', '20900406', '30200406', '20201189', '20200476', '20200109', '20210334', '20211330', '20201159', '23210330', '20229322', '30210330', '20201179', '20030608', '20290406', '20230648', '20210338', '20210030', '90200406', '20410330', '60220322', '20200806', '90220322', '20210350', '20210330', '22220322', '20220122', '20600406', '21200406', '20201109', '90210330', '20236608', '60201109', '80220322', '20201809', '20220325', '26210330', '20230601', '20223322', '20310330', '20110330', '20200456', '20240322', '20200806', '40220322', '20230600', '70210330', '20200436', '23220322', '20210930', '20220322', '25201109', '20201108', '20290608', '24230608', '20221322', '20221322', '20202406', '20237608', '20200406', '20200409', '20220722', '20210630', '20200406', '22210330', '20210336', '20230658', '20210930', '20210310', '20210300', '20220328', '20281109', '20210360', '20210330', '20236608', '20241109', '22201109', '20250330', '20220722', '29200406', '20200506', '27201109', '20230608', '20200906', '20900406', '20200466', '20401109']"
날짜,INP_TM,"['092014', '095135', '091945', '102527', '091975', '102825', '107827', '402827', '095034', '102825', '112827', '891935', '102527', '092013', '671829', '202827', '091235', '091435', '091955', '100827', '071825', '073829', '092010', '091535', '095015', '095034', '076829', '106827', '091936', '051935', '071879', '092513', '071929', '071825', '071029', '295035', '071829', '102827', '071829', '091995', '099013', '092113', '031935', '371829', '152827', '092113', '098013', '097013', '202827', '091935', '073829', '071529', '091933', '091935', '071825', '095935', '271829', '092023', '031935', '092023', '071829', '091925', '035035', '071819', '095015', '071829', '002013', '091930', '095035', '102847', '071129', '109827', '105827', '102827', '071823', '895035', '081829', '995035', '102822', '071859', '092713', '071819', '102327', '092012', '891935', '071839', '202827', '095036', '871829', '092113', '032013', '395035', '102927', '091435', '071729', '071889', '092313', '402827', '011935', '071935']"
번호,UPT_USR_ID,"['ADMIN', 'ADMQN', 'VDMIN', 'ADMIN', 'ADMIT', 'ADMIQ', 'ADMYN', 'ADMMN', 'ADMIC', 'ADMPN', 'ADMJN', 'TDMIN', 'ADIIN', 'ADMIN', 'WDMIN', 'ADMII', 'ABMIN', 'NDMIN', 'ADMIO', 'ADMMN', 'NDMIN', 'AKMIN', 'ADQIN', 'AQMIN', 'ADPIN', 'ADMIB', 'ADDIN', 'IDMIN', 'ALMIN', 'PDMIN', 'ATMIN', 'AVMIN', 'ANMIN', 'ADJIN', 'ADMLN', 'ADMYN', 'AUMIN', 'ADMIA', 'AGMIN', 'ADMEN', 'ADMBN', 'AYMIN', 'ADMCN', 'ADBIN', 'ADMCN', 'ADMKN', 'ADCIN', 'AUMIN', 'ADJIN', 'ALMIN', 'ADOIN', 'ADNIN', 'ADTIN', 'FDMIN', 'ADPIN', 'ADPIN', 'HDMIN', 'AAMIN', 'ADMUN', 'MDMIN', 'ADUIN', 'ADMIS', 'ODMIN', 'AMMIN', 'ADMJN', 'AKMIN', 'ADMCN', 'AMMIN', 'ADMIC', 'AWMIN', 'AOMIN', 'ADMLN', 'ADMQN', 'FDMIN', 'ADMIN', 'ADMRN', 'ADMIE', 'ADWIN', 'ACMIN', 'ADMIR', 'ALMIN', 'ODMIN', 'ADOIN', 'AKMIN', 'ARMIN', 'CDMIN', 'ADMIN', 'ADMID', 'ADMIN', 'ADMBN', 'ADMUN', 'ADZIN', 'ADPIN', 'RDMIN', 'ADMIC', 'XDMIN', 'RDMIN', 'ATMIN', 'ADMZN', 'ADMIN']"
날짜,UPT_DT,"['60200406', '20201109', '70230608', '20260406', '20201109', '20230408', '20221322', '20210330', '20291109', '29220322', '20210330', '20200406', '20201109', '20220328', '20230508', '20600406', '20410330', '20201809', '30210330', '20220322', '20220382', '20200416', '26230608', '20101109', '20101109', '20000406', '60230608', '20231608', '22210330', '20230608', '50210330', '20710330', '60220322', '20240406', '20210330', '20270330', '20210334', '20270330', '80200406', '20210430', '10201109', '20220312', '20200322', '22210330', '20220322', '20218330', '20000406', '25201109', '20201809', '20410330', '20330608', '20220382', '20236608', '20251109', '20220342', '80210330', '20290322', '20220328', '20230628', '20241109', '20239608', '26220322', '20206109', '80210330', '80220322', '20301109', '20220322', '20230688', '20220327', '20230658', '20240608', '27200406', '20230602', '20210335', '25210330', '20601109', '26201109', '20700406', '20230602', '20020322', '20130608', '20214330', '20230708', '20229322', '20280406', '20280406', '20200486', '20220122', '20201109', '20200906', '10200406', '20420322', '20290406', '20320322', '30210330', '20201509', '20201609', '20211330', '20220522', '10210330']"
날짜,UPT_TM,"['102857', '071429', '095065', '074829', '041829', '092043', '071824', '091935', '093935', '075829', '071829', '191935', '091335', '091935', '071899', '061935', '391935', '071822', '092013', '097035', '191935', '100827', '091938', '102829', '095035', '692013', '070829', '092013', '071827', '495035', '102826', '291935', '182827', '015035', '095935', '091934', '102826', '171829', '871829', '055035', '071829', '103827', '091965', '102827', '042013', '192827', '094935', '095035', '079829', '091936', '102897', '093013', '082013', '102327', '071839', '091635', '192013', '091935', '092015', '102527', '092313', '092113', '051935', '102527', '071329', '092013', '102827', '091935', '077829', '051935', '099035', '071829', '092018', '078829', '092018', '702827', '081935', '095034', '092513', '091035', '792013', '106827', '091925', '071529', '071822', '142827', '095075', '091931', '071869', '402827', '105827', '271829', '082013', '095035', '091985', '025035', '096013', '098013', '095055', '095735']"
번호,DIS_NO,"['MXS0100', 'MLS010031', 'MLS010001G01F01', 'MLS010001G01F91', 'MLS010201', 'MLS010006G01', 'MLS0103', 'MLS050001', 'MLS010001G02F01', 'MLS010001G01B01', 'MLS010801', 'MLS011001', 'FLS010001', 'MLS010001G11', 'MLA010000', 'MLS0120', 'MLS019001', 'MLS010001G51F01', 'MLS010009', 'MLS010071G01', 'MLS010080', 'MLS1100', 'MLS010011G01', 'MLS010060', 'TLS010000', 'MLS010006G01', 'MLS080001', 'MLS070001G01', 'MLD010000', 'MLS110000', 'MLS080001G01', 'MLB0100', 'MLI010001G01F01', 'MLS0105', 'MLS010030', 'MLS210001', 'MLS010001T01', 'MLS010500', 'MLQ0100', 'MLS050001G01', 'MLS010004', 'MLS810001G01', 'MLS010001G01H01', 'MLS5100', 'MLS010006G01F01', 'MLK0100', 'MLS310001', 'MLK010001', 'MLS010021', 'MLS014000', 'MLS015001', 'MLS010001G09F01', 'MLK010000', 'MLS0140', 'MLS010071G01F01', 'MLS010100', 'MLS010001G05F01', 'MLS010001Z01', 'MLS0800', 'MLS010004', 'MLS010001G01F01', 'MLS010041G01F01', 'MSS010001G01F01', 'MLS0100', 'MLS010100', 'MZS010001G01F01', 'MLS000001G01', 'MLS5100', 'MLS040001', 'MLS0109', 'MLS080001G01F01', 'MLS810001G01', 'MLS310001', 'MLS0108', 'MLS0000', 'MLS015000', 'MLS010040', 'MYS0100', 'MLS010001G01', 'MLS010001G01P01', 'MLS010001F01', 'MLD0100', 'MYS010000', 'MLS0600', 'MLP010001', 'MLA010001G01F01', 'MLS010001G01F01', 'MLS0107', 'MLS2100', 'MLS0160', 'MLS010001O01', 'MXS0100', 'MLS010001V01', 'MBS010001G01F01', 'KLS010001G01', 'MLS016001', 'SLS010001G01F01', 'MLS010001T01', 'MLY010001', 'XLS010001']"
,OBJ_NM,"['파일선왖', '닳색', '(파일)윕제', '파일선먾', '훝색', '엑셀쭴운로드', '파세선택', '파일꽙택', '파일선픈', '파일선뼓', '엑셀다혬로드', '저씷', '(파일)릴제', '파일선밦', '저켂', '파일선믖', '검땗', '(뺺일)삭제', '(파일)삭뻞', '엑셀륫운로드', '엑쫩다운로드', '뼃일선택', '엑셀읓운로드', '검춾', '저갬', '핾일선택', '파일췍택', '텲셀다운로드', '끟셀다운로드', '저뺊', '파룈선택', '검큩', '파일선썝', '멚색', '검걁', '저빑', '퀺색', '(파일)삭걎', '(겧일)삭제', '숚셀다운로드', '파일선캲', '(파믍)삭제', '저젓', '저퐵', '낧셀다운로드', '(파일)뚌제', '엑셀다운젷드', '파껫선택', '엑셀다운댟드', '륹색', '검춄', '잜장', '파일선럪', '파꺿선택', '엑셀다쟊로드', '(파일)짗제', '휧색', '(파일)뚸제', '검듎', '똕장', '픝색', '풚색', '저절', '(파일)뜋제', '춖일선택', '엑셀다운로찐', '파똄선택', '저뵔', '훝색', '파일선셟', '넷일선택', '검댣', '(넨일)삭제', '긨색', '(파일)삭퉽', '검솅', '검뷙', '파일선퍗', '(파일)삭돹', '(파일)삭밷', '엑셀띘운로드', '검롏', '엑셀다운쌚드', '파뱫선택', '(빩일)삭제', '저쫸', '(파일)삭웢', '(파일)삭췅', '파횠선택', '갽색', '(파일)삭쒰', '귩장', '(파쳂)삭제', '(훈일)삭제', '(겸일)삭제', '엑셀다쀏로드', '(파일)삭솼', '(파일)삭띢', '썽색', '좹일선택']"
번호,DSP_ORD,"['1', '9', 'NULL', '6', 'NULL', '2', 'NULL', '1', 'NULL', '6', '0', '2', '1', '1', '0', '5', '1', '5', '4', '3', '0', '9', 'NULL', 'NULL', '4', '1', 'NULL', '2', '0', '8', '2', '4', '4', '2', '8', '8', '5', '5', '0', '7', '5', '7', '7', '1', '4', 'NULL', '1', '0', '7', '4', '0', '2', '6', '4', '5', '1', '0', '6', '9', '0', '0', '0', '9', '6', 'NULL', 'NULL', '9', '7', '0', '8', '3', '1', '3', '1', '0', '1', '0', '2', 'NULL', '0', '3', 'NULL', '9', 'NULL', '3', '3', '7', '4', '0', '3', '5', '0', '9', 'NULL', '4', '7', '4', 'NULL', '4', '6']"
여부,GNB_OUT_YN,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'NULL', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'Y', 'Y', 'NULL', 'Y', 'N', 'NULL', 'N', 'Y', 'Y', 'NULL', 'N', 'Y', 'Y', 'N', 'N', 'N', 'N', 'Y', 'Y', 'N', 'NULL', 'NULL', 'Y', 'N', 'NULL', 'NULL', 'NULL', 'N', 'N', 'N', 'N', 'Y', 'Y', 'Y', 'N', 'N', 'NULL', 'N', 'N', 'Y', 'NULL', 'NULL', 'Y', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'Y', 'N', 'NULL', 'NULL', 'N', 'Y', 'Y', 'N', 'N', 'NULL', 'N', 'Y', 'NULL', 'N', 'N', 'NULL', 'N', 'NULL', 'N', 'NULL', 'Y', 'Y', 'NULL', 'N', 'Y', 'Y', 'N', 'N', 'N', 'NULL']"
여부,LNB_OUT_YN,"['NULL', 'N', 'N', 'Y', 'N', 'N', 'N', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'N', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'N', 'NULL', 'Y', 'N', 'Y', 'N', 'N', 'Y', 'NULL', 'NULL', 'Y', 'N', 'Y', 'N', 'N', 'Y', 'Y', 'NULL', 'NULL', 'NULL', 'Y', 'Y', 'NULL', 'N', 'N', 'NULL', 'NULL', 'Y', 'Y', 'Y', 'NULL', 'N', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'NULL', 'NULL', 'NULL', 'N', 'N', 'NULL', 'Y', 'NULL', 'NULL', 'N', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'NULL', 'NULL', 'N', 'NULL', 'N', 'NULL', 'NULL', 'Y', 'N', 'N', 'N', 'Y', 'N', 'N', 'NULL', 'N', 'N', 'N', 'N', 'N']"
번호,ML_NO,"['07', '62', '0801', '41', '51', '0281', '09', '09', '00', '0141', '0701', '04', '31', '6101', '0106', '0291', '05', '71', '81', '08', '81', '0701', '21', '03', '01', '00', '11', '71', '72', '03', '0104', '03', '03', '52', '8101', '01', '00', '7101', '62', '22', '0111', '02', '05', '0102', '0801', '0701', '94', '54', '01', '0191', '07', '0102', '62', '0108', '04', '52', '08', '41', '0171', '42', '0102', '0201', '05', '84', '81', '0901', '82', '0001', '0001', '0104', '04', '0301', '21', '32', '0171', '0501', '6101', '24', '0131', '0211', '0102', '07', '82', '05', '09', '06', '0171', '82', '72', '0211', '22', '8201', '94', '22', '74', '12', '0501', '0201', '92', '0202']"
번호,OB_NO,"['G31', 'G09', 'G42', 'G82', 'NULL', 'G62', 'G01', 'P04', 'X01', 'G06', 'G82', 'NULL', 'H02', 'G72', 'NULL', 'X03', 'U04', 'X02', 'G12', 'NULL', 'G04', 'G12', 'G02', 'NULL', 'NULL', 'G06', 'NULL', 'B03', 'NULL', 'X01', 'L04', 'V03', 'H04', 'G07', 'N01', 'G01', 'G06', 'G24', 'NULL', 'NULL', 'G09', 'T01', 'D02', 'U01', 'G08', 'G14', 'Q01', 'Z02', 'G00', 'V02', 'C01', 'NULL', 'X04', 'G52', 'NULL', 'J04', 'U02', 'G73', 'NULL', 'G62', 'G01', 'G73', 'G82', 'G09', 'G06', 'G07', 'G00', 'B01', 'NULL', 'G07', 'G53', 'G06', 'K01', 'L04', 'Y03', 'NULL', 'NULL', 'NULL', 'N01', 'G02', 'G08', 'O02', 'NULL', 'D01', 'NULL', 'NULL', 'G72', 'G01', 'A01', 'G00', 'G02', 'G32', 'K02', 'G09', 'A01', 'G05', 'NULL', 'G05', 'NULL', 'NULL']"
번호,FN_NO,"['NULL', 'F01', 'NULL', 'F92', 'F02', 'D00', 'NULL', 'F31', 'F02', 'NULL', 'F31', 'F33', 'F71', 'F08', 'F33', 'F41', 'C02', 'F12', 'D07', 'F63', 'D31', 'NULL', 'D07', 'F43', 'F13', 'NULL', 'E01', 'D01', 'F01', 'F02', 'NULL', 'E02', 'D21', 'D21', 'F06', 'F82', 'V03', 'F33', 'F02', 'V01', 'D07', 'NULL', 'D05', 'D08', 'F08', 'D02', 'NULL', 'U01', 'NULL', 'L02', 'F07', 'F09', 'U01', 'F01', 'F12', 'NULL', 'F07', 'W02', 'D81', 'P03', 'K03', 'D41', 'L01', 'NULL', 'D61', 'F72', 'Z01', 'E01', 'F04', 'F09', 'F91', 'F53', 'NULL', 'D41', 'D04', 'F62', 'R01', 'NULL', 'NULL', 'NULL', 'F63', 'I02', 'E02', 'NULL', 'N01', 'F05', 'NULL', 'F72', 'D31', 'I01', 'I03', 'H01', 'D02', 'E01', 'NULL', 'F81', 'F04', 'F23', 'D03', 'D91']"
