domain,col_nm,values
,EMD,"['쳆면', '쾅면', 'NULL', 'NULL', '뫸면', '중앙죑', '북쉩', '서엥', '북쥕', '북뼔', '곲앙동', '서척', '중앙텆', '먠면', 'NULL', '홗앙동', 'NULL', '닥면', '겕앙동', 'NULL', '남끭', '쭆면', '서뺘', '쇫앙동', '서랚', 'NULL', '쁌앙동', '남좺', '넟면', 'NULL', '혿앙동', '쒣면', '서쨗', '꼯면', '쨴앙동', '퍇면', '쭞면', '북쿸', '쮒앙동', 'NULL', '서삽', '중길동', 'NULL', '서툖', '서딳', '북졩', '남붻', '윃면', '븪면', '빡면', 'NULL', 'NULL', '남먛', '남뉀', '섌면', '튖앙동', 'NULL', '촧면', '중앙줖', '휼면', '남퍄', '북뻄', '듍면', '서뉅', '중꼇동', '중굕동', '서똅', 'NULL', '중앙쾿', '북쇡', '남즫', '서짞', 'NULL', 'NULL', '룸면', '중츅동', 'NULL', 'NULL', 'NULL', '쳶면', 'NULL', '엳면', '서힆', 'NULL', '북삖', '킿면', '북갟', '윧면', '중앙휭', '탠면', '슬면', '굁면', '북뼿', 'NULL', 'NULL', '볲앙동', '서튋', '뫼면', '북굹', '중앙삡']"
코드,AD_SE_CD,"['4', '2', '8', '0', '5', '1', '7', '1', '1', '9', '0', '0', '7', '0', '8', '4', '2', '4', '6', '3', '0', '1', '7', '1', '0', '5', '1', '3', '0', '6', '0', '0', '0', '7', '0', '7', '0', '8', '2', '0', '1', '3', '0', '7', '0', '3', '1', '2', '3', '1', '8', '9', '0', '1', '6', '0', '4', '5', '5', '9', '0', '1', '0', '1', '8', '1', '0', '9', '0', '7', '1', '1', '0', '7', '1', '8', '0', '8', '4', '6', '8', '1', '1', '0', '1', '0', '5', '0', '1', '2', '9', '0', '0', '1', '2', '0', '1', '1', '7', '0']"
번호,INP_USR_ID,"['MIG291912', 'MIG201612', 'MIG201912', 'MIG201910', 'MSG201912', 'MIG205912', 'MIH201912', 'MIG501912', 'MUG201912', 'MIG201915', 'MIG201612', 'MIG201912', 'MIG201912', 'MBG201912', 'MIG701912', 'MIY201912', 'MAG201912', 'MPG201912', 'MIG201914', 'MIG201112', 'MIG291912', 'MIG201962', 'MIG301912', 'MIG201982', 'PIG201912', 'MIG201012', 'MIG200912', 'MIG207912', 'MIG201012', 'MIG201912', 'MIG203912', 'HIG201912', 'MVG201912', 'MIG901912', 'MIG206912', 'MIG202912', 'MIG201512', 'MIK201912', 'MFG201912', 'MRG201912', 'MIG271912', 'SIG201912', 'MIV201912', 'MIG201912', 'MIG101912', 'MOG201912', 'MIG201112', 'MIS201912', 'IIG201912', 'MIG201982', 'MIG201912', 'MIG201312', 'MMG201912', 'MIV201912', 'MIG001912', 'MIG271912', 'MIG201913', 'MIG203912', 'MUG201912', 'MIG201912', 'MIG205912', 'MIG201922', 'MRG201912', 'MIG201932', 'MVG201912', 'MIG207912', 'MIG241912', 'MIG201911', 'MIG241912', 'MIG801912', 'MIG205912', 'MIG211912', 'MIG202912', 'MIG201932', 'MIG601912', 'MIG201412', 'MIG201612', 'MIG101912', 'MOG201912', 'MIG201992', 'MIG201912', 'MIG208912', 'MIZ201912', 'MMG201912', 'MIG201912', 'MIG201912', 'MIG401912', 'MIG206912', 'MIG261912', 'MIG201912', 'MIG205912', 'FIG201912', 'MIG201918', 'MIG701912', 'MIG701912', 'MIG201112', 'UIG201912', 'MIG201932', 'JIG201912', 'MIG201922']"
날짜,INP_DT,"['20191115', '23191115', '20121115', '90191115', '28191115', '20191113', '27191115', '20391115', '23191115', '20193115', '20196115', '22191115', '20191117', '20161115', '20191145', '20191175', '20791115', '20191115', '20991115', '20121115', '20191115', '20171115', '60191115', '20091115', '20191185', '20191115', '20191015', '20191125', '20141115', '23191115', '20196115', '20191815', '20192115', '20191115', '26191115', '20131115', '24191115', '20196115', '20151115', '22191115', '20191815', '10191115', '20191015', '90191115', '20197115', '20198115', '20191115', '20111115', '20191155', '29191115', '24191115', '80191115', '20191915', '22191115', '20491115', '20197115', '20191115', '20181115', '20121115', '20191185', '60191115', '20191715', '20191113', '24191115', '20191815', '20491115', '20111115', '20191915', '20194115', '20191185', '20191112', '20791115', '20191115', '20191105', '20191125', '70191115', '20191175', '20121115', '20191118', '20191111', '27191115', '20191145', '20191015', '20191115', '20181115', '20191111', '50191115', '20181115', '30191115', '20191215', '20194115', '25191115', '50191115', '20191110', '20791115', '20191315', '20191165', '20191115', '26191115', '20191115']"
날짜,INP_TM,"['190900', '140300', '144900', '340900', '140000', '110900', '140300', '840900', '140900', '140907', '140909', '140970', '141900', '145900', '140400', '142900', '140970', '740900', '140960', '140900', '140900', '140100', '100900', '147900', '140900', '140990', '140920', '140907', '840900', '140950', '160900', '150900', '140990', '130900', '140900', '140900', '140920', '143900', '140980', '140600', '140900', '140908', '147900', '140950', '140900', '142900', '147900', '140960', '147900', '140990', '140900', '100900', '140900', '140908', '149900', '140800', '145900', '140930', '180900', '110900', '940900', '640900', '540900', '140908', '110900', '140901', '140400', '740900', '140903', '140990', '110900', '540900', '140900', '140920', '840900', '140900', '150900', '146900', '140900', '146900', '140000', '140905', '140940', '140700', '140907', '140902', '140200', '140909', '740900', '140800', '140900', '140100', '140700', '140000', '140904', '140990', '140980', '140400', '170900', '110900']"
번호,UPT_USR_ID,"['MIG201912', 'MIG101912', 'MIG801912', 'MIG201412', 'MIG201912', 'MIG201912', 'MIG201917', 'MIG201922', 'MIG203912', 'XIG201912', 'MIG201902', 'MIG201012', 'MIC201912', 'MIG202912', 'QIG201912', 'MIG281912', 'FIG201912', 'TIG201912', 'MIG201952', 'TIG201912', 'FIG201912', 'MIG202912', 'MIG201910', 'MIG201912', 'MIG205912', 'MIG201812', 'MVG201912', 'MIG208912', 'MIG101912', 'MIG201982', 'MQG201912', 'MIG201912', 'MIG301912', 'MID201912', 'MIG200912', 'TIG201912', 'MIG701912', 'OIG201912', 'MIG201912', 'MIG801912', 'MIG201918', 'MKG201912', 'MRG201912', 'MIG201918', 'MIG201942', 'MIG201922', 'MIA201912', 'MIG201912', 'MQG201912', 'MIG301912', 'MYG201912', 'MIV201912', 'MIG201911', 'MIG200912', 'MJG201912', 'MIB201912', 'MIG201932', 'JIG201912', 'MIG201912', 'MIG201512', 'MIG271912', 'MIG201922', 'MIG201922', 'MIG601912', 'MIR201912', 'MIZ201912', 'MIC201912', 'XIG201912', 'MIG201912', 'MIG701912', 'MIG201912', 'MIG401912', 'MIG101912', 'MIG208912', 'MIG201972', 'MIG201915', 'MIK201912', 'MIG201932', 'MIG201919', 'MIG401912', 'MIW201912', 'MIG251912', 'SIG201912', 'MIG201962', 'MIG207912', 'MIG201612', 'MIG201812', 'MIG200912', 'MIG201912', 'MOG201912', 'MIG203912', 'MIG231912', 'MIG201912', 'MIG211912', 'MIH201912', 'MIW201912', 'MIG205912', 'MIG201912', 'OIG201912', 'MIC201912']"
날짜,UPT_DT,"['20091115', '20191115', '20391115', '20191115', '90191115', '20111115', '28191115', '22191115', '20891115', '80191115', '20191119', '20191115', '20191116', '24191115', '20191315', '20191112', '20191115', '20591115', '27191115', '20691115', '28191115', '20691115', '20191119', '20191185', '20191715', '20191515', '20191815', '20191114', '20191715', '60191115', '20190115', '80191115', '20191115', '40191115', '20199115', '20191315', '20190115', '20199115', '25191115', '20191215', '40191115', '20191015', '20391115', '20491115', '20191185', '20191115', '20111115', '20191117', '20191112', '20191615', '20191155', '20191145', '20192115', '20191115', '20161115', '60191115', '26191115', '20191315', '20191015', '60191115', '26191115', '20191115', '20391115', '20191615', '29191115', '20191118', '20190115', '20191215', '20195115', '20191415', '20192115', '29191115', '21191115', '20191105', '20191615', '20191915', '20192115', '20591115', '20191145', '20691115', '20195115', '20191125', '50191115', '20111115', '20791115', '20391115', '20591115', '24191115', '20191115', '20193115', '24191115', '20191175', '20191415', '20121115', '20191115', '20161115', '20191815', '20191114', '22191115', '20191105']"
날짜,UPT_TM,"['140910', '160900', '141900', '110900', '140908', '140200', '147900', '140200', '147900', '140200', '140900', '142900', '140906', '140906', '140970', '140900', '140900', '150900', '110900', '146900', '149900', '180900', '140920', '540900', '140910', '140910', '140900', '130900', '140600', '140700', '940900', '140900', '140600', '141900', '147900', '740900', '740900', '140100', '140950', '140900', '140400', '140000', '940900', '146900', '110900', '140800', '140980', '143900', '140906', '160900', '140300', '150900', '140100', '144900', '140400', '440900', '140930', '100900', '140940', '130900', '148900', '140902', '180900', '147900', '170900', '140900', '148900', '140500', '940900', '190900', '140950', '142900', '141900', '140000', '140900', '140909', '149900', '140950', '148900', '140800', '160900', '140800', '740900', '143900', '140980', '240900', '540900', '140909', '140700', '140700', '140500', '140930', '140950', '140906', '140100', '150900', '940900', '140903', '130900', '140900']"
번호,ATCH_FILE_ID,"['FILE_000040000009877', 'FILE_400000000009879', 'FILE_000000000009876', 'FILE_000000004009876', 'FILE_000000000009871', 'FILE_200000000009880', 'FILE_000000020009877', 'FILE_000000000009877', 'FILE_000000000009872', 'FILE_000000000109876', 'FCLE_000000000009876', 'FILE_000000100009877', 'FILE_000000000009578', 'MILE_000000000009880', 'FILE_000000000007880', 'FILE_000090000009879', 'FILE_000000000009876', 'FIOE_000000000009879', 'FILE_000000000009889', 'FILE_003000000009879', 'FILE_000040000009880', 'FIRE_000000000009876', 'FOLE_000000000009879', 'FILE_000000006009880', 'FILE_000500000009876', 'FILE_000000000006877', 'FILE_000000000089879', 'FILE_000600000009878', 'FILI_000000000009876', 'FILE_000000001009877', 'FILE_000080000009878', 'FILE_000000000049878', 'FILE_000000004009876', 'FILE_005000000009877', 'FILE_006000000009880', 'FILE_000060000009878', 'FILE_000000500009876', 'FILE_000000000009880', 'FILE_002000000009877', 'WILE_000000000009880', 'FILE_000000000309878', 'FILE_000000000009874', 'FJLE_000000000009879', 'FILE_000000000409877', 'FILE_000020000009880', 'FILA_000000000009876', 'FILE_000000000079880', 'FILE_000050000009877', 'SILE_000000000009877', 'FILE_000000000609878', 'FILE_000000000209876', 'FILE_010000000009880', 'FGLE_000000000009878', 'FILE_000000000004879', 'FILE_000000000309880', 'FILE_000000000309878', 'FILE_000009000009877', 'FILE_000000900009878', 'FILE_000000004009879', 'FILE_000000000009881', 'FILE_100000000009879', 'FILR_000000000009880', 'FILE_000080000009878', 'FILE_200000000009878', 'FILE_000000002009880', 'FILE_000000000009880', 'FILE_000000000008879', 'FILE_000000000109878', 'FILE_000000000309877', 'FILE_000000000089879', 'FILE_000000000019876', 'FILE_000000000004876', 'FILT_000000000009878', 'FILE_000000000009780', 'FILE_000000000009859', 'FILE_000000200009876', 'FISE_000000000009877', 'FILE_000100000009878', 'FILE_000000000009838', 'FILE_000000000009876', 'FILE_000000000000876', 'FILE_000000000009877', 'FILE_000100000009876', 'FILE_000000000099877', 'FILE_000000000009817', 'FILE_000000000109877', 'FILG_000000000009877', 'FILE_000040000009878', 'FILE_000000000009878', 'JILE_000000000009880', 'FILE_000000070009880', 'WILE_000000000009879', 'FILE_000000000309880', 'FILE_000004000009878', 'FILE_060000000009876', 'FILE_080000000009876', 'FILE_001000000009877', 'FILE_000000000009872', 'FIWE_000000000009876', 'FILP_000000000009880']"
날짜,CREAT_DT,"['2020-08-09 20:07:54', '2042-07-25 18:21:26', '2052-07-25 18:21:26', '2020-05-26 11:56:50', '2023-01-17 18:58:14', '2022-07-21 18:21:26', '2022-07-21 18:21:26', '2020-01-09 20:03:54', '2028-07-13 19:55:02', '2020-05-26 15:56:30', '2023-07-13 19:55:12', '2020-01-09 00:07:54', '2020-01-09 20:07:54', '2050-05-26 15:56:50', '2020-01-09 20:07:58', '2022-07-25 18:21:26', '2020-05-22 15:56:50', '2023-01-17 15:58:14', '2023-07-15 19:55:02', '2020-01-09 20:07:54', '2023-07-13 16:55:02', '2020-01-09 20:07:54', '2022-07-25 18:28:26', '2022-01-25 18:21:26', '2023-07-13 19:55:04', '2022-07-25 18:31:26', '2020-01-06 20:07:54', '2023-01-17 18:58:16', '2020-05-25 15:56:50', '2063-07-13 19:55:02', '2023-01-17 18:58:18', '2023-06-17 18:58:14', '2020-05-26 14:56:50', '2023-01-15 18:58:14', '2022-07-25 18:21:26', '2022-07-25 18:21:29', '2020-05-26 15:56:50', '2022-07-25 18:29:26', '2023-07-13 19:05:02', '2023-07-13 19:55:02', '2022-07-26 18:21:26', '2022-07-22 18:21:26', '2020-01-09 20:07:54', '2023-03-13 19:55:02', '2023-09-13 19:55:02', '2023-01-17 12:58:14', '2020-01-09 23:07:54', '2023-07-13 19:35:02', '2020-05-26 15:56:57', '2023-04-13 19:55:02', '2023-07-16 19:55:02', '2022-07-25 18:21:26', '2023-01-17 18:58:34', '2023-07-13 19:55:02', '2020-01-09 20:07:54', '2020-05-26 15:56:50', '2023-01-17 18:58:14', '2020-05-26 18:56:50', '2023-07-13 19:58:02', '2092-07-25 18:21:26', '2023-01-17 18:57:14', '2020-05-26 15:52:50', '2020-07-09 20:07:54', '2028-01-17 18:58:14', '2020-01-09 20:17:54', '2020-05-26 15:56:52', '2080-05-26 15:56:50', '2022-01-17 18:58:14', '2023-07-13 19:15:02', '2020-01-09 20:07:54', '2023-01-09 20:07:54', '2020-01-09 20:07:54', '2020-05-26 15:56:58', '2023-01-17 15:58:14', '2040-05-26 15:56:50', '2022-07-25 18:21:36', '2020-01-09 20:07:54', '2026-01-09 20:07:54', '2026-01-09 20:07:54', '2023-01-17 12:58:14', '2022-07-25 18:21:26', '2023-01-17 18:58:14', '2023-01-17 18:58:14', '2022-07-25 18:27:26', '2020-01-09 20:07:14', '2022-07-25 18:24:26', '2023-01-17 18:58:14', '2020-01-09 20:07:44', '2013-01-17 18:58:14', '2020-07-26 15:56:50', '2023-01-17 08:58:14', '2020-01-19 20:07:54', '2021-07-13 19:55:02', '2010-01-09 20:07:54', '2022-07-25 18:41:26', '2028-01-17 18:58:14', '2023-07-17 18:58:14', '2022-01-25 18:21:26', '2020-01-09 20:07:54', '2023-01-17 18:58:17']"
여부,USE_AT,"['N', 'N', 'Y', 'N', 'N', 'N', 'Y', 'N', 'N', 'Y', 'N', 'N', 'N', 'N', 'Y', 'N', 'N', 'Y', 'N', 'N', 'Y', 'Y', 'N', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'N', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'N', 'N', 'Y', 'Y', 'N', 'Y', 'N', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'Y', 'Y', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'N', 'N', 'Y', 'N', 'Y', 'N', 'N', 'N', 'Y', 'N', 'Y', 'N', 'N', 'Y', 'Y', 'Y', 'N', 'N', 'Y', 'Y', 'N', 'N', 'Y', 'Y', 'N', 'Y', 'Y', 'N', 'N', 'N', 'N', 'Y', 'N', 'Y']"
코드,BSN_SE_CD,"['FC2', 'QNA', 'CC01', 'FC08', 'REF', 'REF', 'MS52', 'PC04', 'NULL', 'MX02', 'NULL', 'HC01', 'QNA', 'FC03', 'FC24', 'IC04', 'FC01', 'ML02', 'FC00', 'NULL', 'NS02', 'REF', 'FAQ', 'FC2', 'secd', 'FC00', 'NULL', 'VC04', 'NULL', 'FC00', 'FC05', 'QNA', 'FU02', 'DS02', 'FC24', 'NULL', 'KC01', 'FC11', 'MK02', 'FC05', 'ME02', 'FC06', 'FK01', 'FAQ', 'NULL', 'ZS02', 'NULL', 'FK01', 'NULL', 'NULL', 'NULL', 'FAQ', 'MK02', 'MS00', 'secd', 'QC04', 'FC01', 'rvmSpl', 'FC04', 'MS07', 'QNA', 'NULL', 'MS02', 'FC21', 'EC04', 'REF', 'BC02', 'secd', 'secd', 'FC62', 'FC11', 'NULL', 'MY02', 'FC3', 'FC06', 'FAQ', 'FC91', 'secd', 'FC4', 'FC91', 'NULL', 'REF', 'FC1', 'FC14', 'FC06', 'FC3', 'QNA', 'FC61', 'MS62', 'FC2', 'FC1', 'FA02', 'MS09', 'FC1', 'FD01', 'QNA', 'FC64', 'BC04', 'MS02', 'NULL']"
번호,FK1,"['1171N10', '91016049', '11016049', '1401N10', '11016349', '33026042', '11056049', '330109NM11', '20136050', '1101N11', '20136251', '11516049', '1101O10', '1101N17', '430109NM10', '335109NM10', '33026032', '11016069', '11016749', '20336051', '1101N13', '33021042', '33056042', '25136051', '340109NM10', '7101N10', '20636051', '20176051', '20636051', '33025042', '20136091', '330009NM10', '11016849', '90136051', '1101N10', '1101N80', '330309NM10', '340109NM10', '330109NM10', '33326042', '14016049', '33926042', '15016049', '930109NM10', '330108NM10', '81016049', '1901N10', '1101N50', '16016049', '20136051', '330101NM10', '33022042', '20139051', '93026042', '33036042', '11006049', '330189NM10', '12016049', '33026092', '1101X10', '1801N10', '36026042', '330169NM10', '20136051', '20166051', '1108N10', '11016349', '33066042', '335109NM10', '4101N10', '1101N17', '1111N10', '330409NM10', '39026042', '11017049', '330509NM10', '20136057', '22136051', '11016046', '330109NM10', '1101N14', '1101N70', '11012049', '20936051', '20936051', '33026048', '33021042', '3101N10', '330109NM11', '31026042', '26136051', '20136251', '1101N13', '1108N10', '330108NM10', '19016049', '28136051', '11016059', '330179NM10', '330103NM10']"
번호,FK2,"['12', '20250509', '10230502', '24230509', '01', '20530502', '20230509', '05', '05', '20330502', '10', '20130509', '20236509', '52', '00', '20230102', '20210502', '20250502', '20290509', '20330509', '08', '03', '06', '20230109', '07', '32', '05', '20230002', '10', '71', '20233509', '03', '20230209', '20230508', '08', '20430509', '20230579', '09', '10', '02', '20290502', '10230502', '28230502', '20230522', '02', '20234502', '71', '00', '04', '20', '02', '20230302', '20230592', '02', '00', '30', '04', '20', '20230522', '20232502', '01', '40230509', '02', '20230519', '52', '02', '06', '11', '20230209', '06', '21', '40', '01', '21230509', '02', '20250509', '82', '20230599', '20238509', '20250509', '22230509', '20230522', '22', '80230502', '20230501', '92', '20210509', '06', '20230502', '22230502', '20230502', '06', '04', '20290509', '20200502', '52', '41', '90', '40', '20230507']"
